measure,quantile,time,sex,age,ethnic,value
dx,50%,2017-19,Male,7 years,Maori,18
dx,50%,2017-19,Female,90 years,Total,4642
lx,50%,2017-19,Male,44 years,nonMaori,97291
dx,97.50%,2017-19,Female,54 years,European or Other,237
ex,97.50%,2017-19,Female,32 years,European or Other,53.23
dx,2.50%,2017-19,Male,78 years,nonMaori,2575
px,97.50%,2017-19,Female,38 years,nonMaori,0.99951
mx,97.50%,2017-19,Male,79 years,Maori,0.08172
ex,97.50%,2017-19,Female,47 years,Asian,42.09
lx,50%,2017-19,Male,50 years,Pacific,93311
Lx,2.50%,2017-19,Female,68 years,Asian,94663
ex,2.50%,2017-19,Female,45 years,Asian,43.26
px,2.50%,2017-19,Female,91 years,nonMaori,0.84531
ex,97.50%,2017-19,Female,36 years,Total,48.54
lx,97.50%,2017-19,Female,42 years,Asian,99173
dx,50%,2017-19,Female,10 years,Asian,11
px,2.50%,2017-19,Male,0 years,nonMaori,0.99504
Lx,50%,2017-19,Male,100 years and over,Maori,1260
lx,97.50%,2017-19,Male,16 years,Maori,99085
qx,50%,2017-19,Male,88 years,European or Other,0.1326
qx,2.50%,2017-19,Male,68 years,Pacific,0.02086
dx,97.50%,2017-19,Male,78 years,Asian,2411
qx,97.50%,2017-19,Male,99 years,Maori,0.4522
mx,97.50%,2017-19,Female,64 years,Total,0.00688
px,2.50%,2017-19,Male,70 years,European or Other,0.98501
lx,50%,2017-19,Male,19 years,European or Other,99342
Lx,97.50%,2017-19,Female,42 years,European or Other,98626
dx,50%,2017-19,Male,42 years,nonMaori,118
qx,50%,2017-19,Male,63 years,European or Other,0.00758
px,97.50%,2017-19,Male,15 years,Asian,0.99987
qx,2.50%,2017-19,Female,64 years,Pacific,0.00978
lx,97.50%,2017-19,Male,42 years,Asian,98705
ex,50%,2017-19,Female,26 years,Total,58.22
Lx,2.50%,2017-19,Female,68 years,Maori,76812
dx,2.50%,2017-19,Male,67 years,Pacific,1402
px,2.50%,2017-19,Male,39 years,Total,0.99867
qx,50%,2017-19,Female,38 years,Total,6.80E-04
qx,50%,2017-19,Female,22 years,nonMaori,3.10E-04
dx,97.50%,2017-19,Male,51 years,Pacific,550
Lx,2.50%,2017-19,Female,92 years,Total,23007
Lx,97.50%,2017-19,Male,95 years,Maori,3769
ex,50%,2017-19,Female,93 years,Maori,3.89
dx,2.50%,2017-19,Female,0 years,European or Other,241
Lx,97.50%,2017-19,Male,38 years,Pacific,96922
ex,2.50%,2017-19,Male,81 years,Asian,9.61
dx,50%,2017-19,Male,94 years,Maori,1137
ex,97.50%,2017-19,Male,19 years,Total,61.73
ex,97.50%,2017-19,Female,77 years,European or Other,12.24
dx,2.50%,2017-19,Female,15 years,Total,18
Lx,50%,2017-19,Male,18 years,Pacific,98877
mx,2.50%,2017-19,Female,82 years,Maori,0.06902
Lx,97.50%,2017-19,Male,57 years,Asian,96654
lx,50%,2017-19,Female,35 years,Pacific,98232
qx,97.50%,2017-19,Male,5 years,nonMaori,1.40E-04
px,50%,2017-19,Female,81 years,Total,0.95859
qx,50%,2017-19,Female,102 years,Total,0.37043
qx,2.50%,2017-19,Male,17 years,Maori,6.20E-04
px,97.50%,2017-19,Male,49 years,nonMaori,0.998
ex,50%,2017-19,Male,8 years,Maori,65.99
px,97.50%,2017-19,Female,8 years,Total,0.99994
dx,50%,2017-19,Female,48 years,Pacific,296
lx,2.50%,2017-19,Female,33 years,Pacific,98182
qx,50%,2017-19,Male,24 years,European or Other,6.80E-04
qx,50%,2017-19,Female,28 years,Total,3.80E-04
qx,2.50%,2017-19,Male,71 years,Total,0.01634
lx,50%,2017-19,Male,21 years,Pacific,98727
dx,2.50%,2017-19,Male,22 years,Asian,21
ex,50%,2017-19,Female,12 years,Asian,76.26
ex,2.50%,2017-19,Male,17 years,Total,63.48
lx,50%,2017-19,Male,84 years,nonMaori,50536
mx,97.50%,2017-19,Female,53 years,Total,0.0028
dx,2.50%,2017-19,Female,37 years,Asian,19
ex,50%,2017-19,Male,15 years,European or Other,66.38
Lx,97.50%,2017-19,Male,2 years,Total,99512
mx,2.50%,2017-19,Female,69 years,Maori,0.02171
qx,97.50%,2017-19,Male,35 years,nonMaori,9.10E-04
dx,50%,2017-19,Male,44 years,Pacific,261
dx,50%,2017-19,Female,89 years,Total,4672
Lx,2.50%,2017-19,Male,42 years,Maori,94257
Lx,97.50%,2017-19,Male,33 years,European or Other,98443
dx,50%,2017-19,Male,20 years,Maori,109
Lx,2.50%,2017-19,Male,32 years,European or Other,98340
qx,97.50%,2017-19,Male,30 years,Pacific,0.00149
dx,2.50%,2017-19,Male,92 years,Total,3037
ex,2.50%,2017-19,Male,72 years,Asian,16.35
ex,50%,2017-19,Female,36 years,European or Other,49.23
mx,2.50%,2017-19,Female,48 years,Maori,0.00305
lx,97.50%,2017-19,Female,100 years,nonMaori,3197
lx,50%,2017-19,Male,5 years,Asian,99579
mx,50%,2017-19,Female,97 years,nonMaori,0.30957
lx,2.50%,2017-19,Male,21 years,Total,98892
lx,97.50%,2017-19,Female,0 years,Pacific,100000
qx,50%,2017-19,Male,8 years,Asian,1.40E-04
ex,2.50%,2017-19,Female,85 years,Total,6.89
lx,50%,2017-19,Male,59 years,European or Other,93302
Lx,2.50%,2017-19,Male,60 years,Pacific,85778
qx,2.50%,2017-19,Female,45 years,Total,0.00113
qx,2.50%,2017-19,Female,66 years,Pacific,0.0117
lx,97.50%,2017-19,Male,58 years,European or Other,93932
Lx,97.50%,2017-19,Female,54 years,European or Other,97090
dx,97.50%,2017-19,Female,42 years,nonMaori,81
dx,50%,2017-19,Male,98 years,Asian,2276
mx,50%,2017-19,Female,13 years,Pacific,1.80E-04
ex,50%,2017-19,Female,10 years,Pacific,69.61
dx,2.50%,2017-19,Male,42 years,Total,131
Lx,50%,2017-19,Male,16 years,Maori,98943
dx,50%,2017-19,Male,39 years,Maori,228
lx,97.50%,2017-19,Male,99 years,Maori,1369
qx,97.50%,2017-19,Male,71 years,Asian,0.01285
qx,50%,2017-19,Male,75 years,Total,0.02889
mx,2.50%,2017-19,Male,27 years,Pacific,7.90E-04
lx,97.50%,2017-19,Female,39 years,nonMaori,98756
px,2.50%,2017-19,Male,44 years,Asian,0.99909
px,97.50%,2017-19,Female,14 years,Pacific,0.99987
qx,50%,2017-19,Female,26 years,Pacific,4.80E-04
Lx,97.50%,2017-19,Male,55 years,Asian,97173
Lx,2.50%,2017-19,Male,30 years,nonMaori,98421
Lx,50%,2017-19,Female,89 years,Maori,19543
px,97.50%,2017-19,Female,53 years,European or Other,0.99812
lx,97.50%,2017-19,Female,56 years,Asian,98145
qx,97.50%,2017-19,Male,10 years,Asian,2.10E-04
px,2.50%,2017-19,Female,39 years,European or Other,0.99931
lx,97.50%,2017-19,Male,36 years,nonMaori,98202
Lx,97.50%,2017-19,Male,43 years,Pacific,95874
ex,50%,2017-19,Female,34 years,Total,50.4
lx,97.50%,2017-19,Female,5 years,Pacific,99478
ex,97.50%,2017-19,Female,21 years,Asian,67.74
dx,97.50%,2017-19,Female,30 years,Maori,113
lx,50%,2017-19,Male,92 years,nonMaori,16807
lx,50%,2017-19,Male,7 years,nonMaori,99448
mx,97.50%,2017-19,Female,84 years,nonMaori,0.06343
px,97.50%,2017-19,Female,77 years,European or Other,0.97932
ex,2.50%,2017-19,Female,53 years,European or Other,32.8
dx,2.50%,2017-19,Female,35 years,Pacific,79
px,2.50%,2017-19,Male,31 years,Total,0.99906
qx,50%,2017-19,Male,79 years,Asian,0.02644
px,97.50%,2017-19,Male,75 years,Pacific,0.95611
mx,97.50%,2017-19,Male,9 years,Total,1.30E-04
dx,2.50%,2017-19,Male,28 years,Pacific,83
mx,97.50%,2017-19,Male,33 years,European or Other,9.50E-04
lx,50%,2017-19,Male,5 years,European or Other,99591
dx,97.50%,2017-19,Female,34 years,Maori,134
Lx,97.50%,2017-19,Male,81 years,Pacific,41583
qx,50%,2017-19,Male,71 years,Asian,0.01086
Lx,2.50%,2017-19,Male,70 years,nonMaori,83789
lx,97.50%,2017-19,Male,50 years,Asian,98078
ex,97.50%,2017-19,Male,58 years,Maori,20.95
px,2.50%,2017-19,Female,51 years,Maori,0.99464
Lx,2.50%,2017-19,Female,16 years,Asian,99438
mx,97.50%,2017-19,Female,71 years,Total,0.01264
ex,2.50%,2017-19,Male,66 years,nonMaori,18.72
Lx,2.50%,2017-19,Male,65 years,Asian,92487
qx,2.50%,2017-19,Male,34 years,Maori,0.00174
dx,2.50%,2017-19,Female,48 years,nonMaori,119
lx,50%,2017-19,Female,82 years,Maori,43126
mx,50%,2017-19,Male,73 years,Pacific,0.03986
Lx,97.50%,2017-19,Male,79 years,Total,63818
qx,97.50%,2017-19,Male,89 years,nonMaori,0.1536
px,2.50%,2017-19,Female,17 years,Pacific,0.99966
mx,97.50%,2017-19,Female,12 years,Asian,1.60E-04
mx,97.50%,2017-19,Female,2 years,Total,2.40E-04
px,97.50%,2017-19,Male,89 years,nonMaori,0.85741
dx,97.50%,2017-19,Female,8 years,Maori,18
Lx,50%,2017-19,Female,81 years,Total,68105
dx,97.50%,2017-19,Female,6 years,Maori,18
dx,97.50%,2017-19,Female,16 years,Asian,17
ex,50%,2017-19,Female,65 years,Pacific,18.54
px,50%,2017-19,Female,24 years,Maori,0.99923
px,50%,2017-19,Male,65 years,European or Other,0.9912
dx,50%,2017-19,Female,26 years,Total,38
ex,97.50%,2017-19,Female,9 years,Pacific,71.06
dx,2.50%,2017-19,Female,73 years,Pacific,1720
lx,2.50%,2017-19,Male,1 years,Pacific,99195
qx,2.50%,2017-19,Male,46 years,Pacific,0.00271
ex,2.50%,2017-19,Female,39 years,Maori,39.36
ex,50%,2017-19,Male,93 years,nonMaori,3.29
Lx,50%,2017-19,Male,72 years,Pacific,67190
Lx,2.50%,2017-19,Male,74 years,Asian,84354
Lx,97.50%,2017-19,Female,90 years,Pacific,21303
dx,97.50%,2017-19,Female,63 years,Total,591
dx,97.50%,2017-19,Female,69 years,Maori,2026
dx,50%,2017-19,Female,20 years,Pacific,32
dx,50%,2017-19,Female,43 years,European or Other,77
Lx,2.50%,2017-19,Female,28 years,Asian,99240
lx,97.50%,2017-19,Male,32 years,nonMaori,98493
dx,97.50%,2017-19,Male,51 years,European or Other,270
mx,2.50%,2017-19,Male,65 years,European or Other,0.00831
mx,50%,2017-19,Male,71 years,Maori,0.03619
ex,97.50%,2017-19,Female,70 years,nonMaori,17.73
Lx,97.50%,2017-19,Male,65 years,Pacific,81628
lx,2.50%,2017-19,Female,49 years,Pacific,95340
dx,97.50%,2017-19,Female,30 years,nonMaori,36
qx,2.50%,2017-19,Female,71 years,Maori,0.02534
lx,97.50%,2017-19,Male,28 years,Asian,99214
ex,2.50%,2017-19,Male,72 years,European or Other,13.96
Lx,2.50%,2017-19,Female,71 years,Asian,92981
px,2.50%,2017-19,Female,44 years,European or Other,0.99904
lx,97.50%,2017-19,Male,22 years,European or Other,99227
px,97.50%,2017-19,Female,13 years,Pacific,0.99988
Lx,97.50%,2017-19,Male,9 years,European or Other,99602
lx,2.50%,2017-19,Female,21 years,Total,99169
mx,50%,2017-19,Male,89 years,Asian,0.11046
px,50%,2017-19,Female,26 years,Pacific,0.99952
lx,97.50%,2017-19,Female,18 years,Asian,99611
ex,2.50%,2017-19,Female,56 years,nonMaori,29.99
Lx,50%,2017-19,Female,35 years,Maori,97664
px,50%,2017-19,Male,40 years,European or Other,0.99889
Lx,50%,2017-19,Female,9 years,Total,99469
lx,50%,2017-19,Female,76 years,Asian,89534
dx,2.50%,2017-19,Male,94 years,Maori,952
qx,97.50%,2017-19,Male,89 years,Asian,0.12265
lx,2.50%,2017-19,Female,56 years,Maori,91193
Lx,2.50%,2017-19,Male,1 years,European or Other,99600
dx,2.50%,2017-19,Male,49 years,nonMaori,193
mx,50%,2017-19,Female,24 years,Pacific,4.20E-04
dx,2.50%,2017-19,Female,3 years,European or Other,9
lx,2.50%,2017-19,Male,78 years,Pacific,49533
qx,97.50%,2017-19,Female,83 years,Asian,0.04232
lx,97.50%,2017-19,Female,101 years,Total,2184
px,2.50%,2017-19,Female,78 years,Maori,0.94184
Lx,50%,2017-19,Female,20 years,Total,99243
lx,97.50%,2017-19,Female,85 years,European or Other,59856
Lx,50%,2017-19,Female,105 years and over,Total,513
dx,97.50%,2017-19,Male,1 years,Maori,53
ex,97.50%,2017-19,Female,9 years,Asian,79.64
mx,97.50%,2017-19,Male,44 years,Maori,0.00399
px,97.50%,2017-19,Female,21 years,Pacific,0.99975
ex,97.50%,2017-19,Male,31 years,Asian,55.25
Lx,50%,2017-19,Male,92 years,Maori,6782
px,97.50%,2017-19,Male,47 years,Total,0.998
Lx,97.50%,2017-19,Female,76 years,Total,79631
px,50%,2017-19,Male,51 years,Pacific,0.99499
qx,97.50%,2017-19,Male,82 years,nonMaori,0.06602
mx,2.50%,2017-19,Female,45 years,Maori,0.00222
px,50%,2017-19,Female,73 years,Pacific,0.97309
qx,50%,2017-19,Female,35 years,European or Other,5.10E-04
mx,2.50%,2017-19,Female,68 years,European or Other,0.00741
mx,50%,2017-19,Male,41 years,nonMaori,0.00112
mx,50%,2017-19,Male,2 years,nonMaori,2.30E-04
dx,97.50%,2017-19,Female,41 years,nonMaori,76
ex,97.50%,2017-19,Male,0 years,Total,80.06
mx,97.50%,2017-19,Female,85 years,European or Other,0.07322
mx,97.50%,2017-19,Male,47 years,Asian,0.00118
qx,2.50%,2017-19,Male,80 years,Maori,0.07177
px,2.50%,2017-19,Male,92 years,Total,0.79351
Lx,50%,2017-19,Male,75 years,Asian,83804
ex,2.50%,2017-19,Female,81 years,Total,9.23
px,2.50%,2017-19,Male,50 years,European or Other,0.9975
dx,97.50%,2017-19,Female,11 years,Total,12
ex,97.50%,2017-19,Male,87 years,nonMaori,5.21
lx,2.50%,2017-19,Male,14 years,nonMaori,99311
px,2.50%,2017-19,Male,94 years,Pacific,0.69593
lx,97.50%,2017-19,Male,74 years,nonMaori,79086
lx,97.50%,2017-19,Female,94 years,Asian,31903
qx,97.50%,2017-19,Female,95 years,Maori,0.25187
Lx,50%,2017-19,Male,49 years,European or Other,96375
ex,97.50%,2017-19,Male,11 years,European or Other,70.45
lx,2.50%,2017-19,Male,15 years,European or Other,99425
qx,97.50%,2017-19,Male,97 years,Pacific,0.39855
ex,2.50%,2017-19,Female,45 years,Maori,33.76
qx,2.50%,2017-19,Male,99 years,Asian,0.19789
lx,97.50%,2017-19,Male,83 years,Total,52285
qx,2.50%,2017-19,Male,27 years,nonMaori,5.30E-04
lx,2.50%,2017-19,Female,73 years,nonMaori,86681
ex,97.50%,2017-19,Male,27 years,Asian,59.18
px,97.50%,2017-19,Female,37 years,European or Other,0.99953
lx,2.50%,2017-19,Male,10 years,Asian,99408
lx,97.50%,2017-19,Female,42 years,European or Other,98660
Lx,2.50%,2017-19,Female,57 years,Pacific,91732
ex,97.50%,2017-19,Female,81 years,European or Other,9.44
ex,2.50%,2017-19,Female,93 years,European or Other,3.65
lx,97.50%,2017-19,Female,20 years,European or Other,99545
qx,50%,2017-19,Male,18 years,Asian,2.40E-04
qx,2.50%,2017-19,Female,56 years,Total,0.00299
qx,50%,2017-19,Female,6 years,nonMaori,8.00E-05
ex,50%,2017-19,Male,58 years,European or Other,25.63
dx,2.50%,2017-19,Male,20 years,Total,63
ex,50%,2017-19,Female,99 years,Total,2.44
px,97.50%,2017-19,Male,83 years,Asian,0.96341
Lx,2.50%,2017-19,Male,62 years,Asian,94122
lx,50%,2017-19,Male,48 years,Pacific,94128
mx,50%,2017-19,Female,63 years,nonMaori,0.00498
mx,50%,2017-19,Male,8 years,European or Other,8.00E-05
mx,50%,2017-19,Male,92 years,Asian,0.15606
px,50%,2017-19,Female,49 years,Total,0.99822
Lx,97.50%,2017-19,Female,19 years,European or Other,99558
ex,97.50%,2017-19,Male,79 years,Total,9.24
ex,97.50%,2017-19,Male,42 years,European or Other,40.49
lx,2.50%,2017-19,Male,89 years,Maori,12782
dx,2.50%,2017-19,Female,16 years,European or Other,14
lx,50%,2017-19,Female,58 years,Maori,90205
mx,2.50%,2017-19,Female,59 years,Maori,0.00888
dx,2.50%,2017-19,Female,53 years,Pacific,340
dx,97.50%,2017-19,Male,50 years,European or Other,241
dx,50%,2017-19,Male,26 years,Maori,144
mx,50%,2017-19,Male,44 years,nonMaori,0.0014
mx,2.50%,2017-19,Male,28 years,Pacific,8.40E-04
lx,97.50%,2017-19,Male,83 years,Pacific,36457
mx,97.50%,2017-19,Female,8 years,Total,9.00E-05
ex,97.50%,2017-19,Male,34 years,Asian,52.3
mx,97.50%,2017-19,Female,74 years,Total,0.01896
lx,97.50%,2017-19,Male,49 years,Asian,98188
lx,2.50%,2017-19,Female,75 years,European or Other,84147
lx,97.50%,2017-19,Female,34 years,Asian,99370
ex,97.50%,2017-19,Male,83 years,Asian,9.28
lx,2.50%,2017-19,Male,12 years,Total,99290
lx,2.50%,2017-19,Female,9 years,Maori,99301
Lx,2.50%,2017-19,Male,49 years,Pacific,93010
lx,50%,2017-19,Female,87 years,nonMaori,50777
px,97.50%,2017-19,Male,81 years,Pacific,0.92773
qx,2.50%,2017-19,Female,31 years,nonMaori,2.90E-04
lx,97.50%,2017-19,Male,8 years,European or Other,99613
px,2.50%,2017-19,Female,66 years,Asian,0.99582
ex,97.50%,2017-19,Male,63 years,Asian,24.82
Lx,2.50%,2017-19,Female,63 years,Pacific,87205
qx,2.50%,2017-19,Male,40 years,Total,0.00119
qx,97.50%,2017-19,Male,35 years,Total,0.00109
ex,2.50%,2017-19,Male,27 years,Asian,58.33
dx,50%,2017-19,Female,14 years,Total,18
ex,50%,2017-19,Male,57 years,Total,26.02
lx,97.50%,2017-19,Male,19 years,Asian,99451
Lx,50%,2017-19,Female,41 years,Pacific,97408
qx,2.50%,2017-19,Female,92 years,Asian,0.10891
ex,50%,2017-19,Female,87 years,Total,5.95
qx,50%,2017-19,Male,98 years,nonMaori,0.32058
px,2.50%,2017-19,Male,26 years,Total,0.99915
mx,50%,2017-19,Male,40 years,nonMaori,0.00108
px,2.50%,2017-19,Male,91 years,Maori,0.77425
Lx,2.50%,2017-19,Male,57 years,European or Other,93795
px,2.50%,2017-19,Female,71 years,Asian,0.99148
px,97.50%,2017-19,Male,19 years,Total,0.99941
dx,97.50%,2017-19,Female,6 years,Pacific,20
ex,2.50%,2017-19,Female,94 years,Total,3.4
ex,97.50%,2017-19,Female,15 years,nonMaori,69.89
Lx,97.50%,2017-19,Female,49 years,nonMaori,97823
ex,50%,2017-19,Male,83 years,Maori,6.16
dx,97.50%,2017-19,Female,88 years,European or Other,4979
dx,97.50%,2017-19,Female,26 years,nonMaori,34
ex,50%,2017-19,Female,61 years,Pacific,21.71
ex,97.50%,2017-19,Female,39 years,Asian,49.94
lx,97.50%,2017-19,Male,17 years,Maori,99024
dx,97.50%,2017-19,Female,95 years,European or Other,3437
qx,2.50%,2017-19,Male,42 years,Total,0.00135
ex,97.50%,2017-19,Male,22 years,Total,58.86
dx,50%,2017-19,Male,85 years,Maori,2943
mx,50%,2017-19,Male,33 years,Pacific,0.00149
dx,97.50%,2017-19,Male,91 years,Pacific,2467
ex,97.50%,2017-19,Female,76 years,nonMaori,12.97
dx,97.50%,2017-19,Male,51 years,nonMaori,273
Lx,2.50%,2017-19,Female,48 years,nonMaori,97768
ex,50%,2017-19,Female,76 years,nonMaori,12.91
mx,2.50%,2017-19,Female,62 years,Pacific,0.00837
Lx,97.50%,2017-19,Male,63 years,Asian,94486
mx,97.50%,2017-19,Male,84 years,Maori,0.12574
px,97.50%,2017-19,Female,99 years,Maori,0.78301
dx,97.50%,2017-19,Male,102 years,Total,251
dx,97.50%,2017-19,Female,45 years,Maori,282
ex,2.50%,2017-19,Female,96 years,Total,2.92
ex,2.50%,2017-19,Male,82 years,European or Other,7.4
ex,50%,2017-19,Female,75 years,nonMaori,13.66
lx,2.50%,2017-19,Female,33 years,Total,98678
ex,97.50%,2017-19,Female,7 years,Pacific,73.05
mx,97.50%,2017-19,Female,19 years,European or Other,3.30E-04
lx,50%,2017-19,Male,85 years,Maori,24831
qx,2.50%,2017-19,Male,22 years,Asian,2.10E-04
lx,50%,2017-19,Male,36 years,European or Other,98128
mx,97.50%,2017-19,Female,85 years,Total,0.07465
lx,2.50%,2017-19,Male,16 years,Maori,98853
lx,2.50%,2017-19,Male,13 years,European or Other,99459
lx,2.50%,2017-19,Female,4 years,Maori,99374
ex,50%,2017-19,Female,40 years,Total,44.57
lx,97.50%,2017-19,Female,69 years,European or Other,91002
Lx,97.50%,2017-19,Male,31 years,Maori,97189
px,50%,2017-19,Male,15 years,European or Other,0.99975
mx,2.50%,2017-19,Female,11 years,Total,8.00E-05
Lx,97.50%,2017-19,Male,27 years,Total,98526
dx,97.50%,2017-19,Female,79 years,European or Other,2418
lx,97.50%,2017-19,Male,40 years,European or Other,97845
dx,2.50%,2017-19,Female,36 years,Maori,96
mx,2.50%,2017-19,Male,73 years,Total,0.02214
mx,97.50%,2017-19,Male,63 years,Asian,0.00612
dx,97.50%,2017-19,Female,28 years,Maori,104
dx,2.50%,2017-19,Female,72 years,Maori,2061
px,50%,2017-19,Female,44 years,Maori,0.99773
qx,2.50%,2017-19,Female,35 years,Asian,1.60E-04
qx,50%,2017-19,Female,9 years,European or Other,5.00E-05
lx,2.50%,2017-19,Female,97 years,nonMaori,8261
Lx,2.50%,2017-19,Male,36 years,European or Other,97979
px,50%,2017-19,Male,8 years,Maori,0.99982
Lx,97.50%,2017-19,Male,61 years,nonMaori,92089
ex,97.50%,2017-19,Female,62 years,Asian,27.73
lx,97.50%,2017-19,Male,49 years,Pacific,94206
px,2.50%,2017-19,Female,50 years,European or Other,0.99833
dx,2.50%,2017-19,Male,0 years,Pacific,547
ex,97.50%,2017-19,Male,87 years,Pacific,5.41
dx,50%,2017-19,Female,23 years,Pacific,40
qx,50%,2017-19,Female,50 years,Total,0.00199
px,2.50%,2017-19,Male,13 years,nonMaori,0.99981
px,2.50%,2017-19,Male,54 years,European or Other,0.99627
Lx,2.50%,2017-19,Female,6 years,nonMaori,99483
ex,2.50%,2017-19,Female,59 years,nonMaori,27.24
qx,2.50%,2017-19,Female,21 years,Total,3.40E-04
lx,50%,2017-19,Female,55 years,Asian,98075
px,2.50%,2017-19,Female,44 years,Asian,0.99937
ex,50%,2017-19,Female,51 years,European or Other,34.76
dx,2.50%,2017-19,Female,69 years,Pacific,1222
Lx,97.50%,2017-19,Female,50 years,nonMaori,97677
mx,97.50%,2017-19,Female,40 years,Asian,4.20E-04
ex,2.50%,2017-19,Female,15 years,Total,68.89
Lx,97.50%,2017-19,Male,14 years,nonMaori,99417
lx,50%,2017-19,Female,21 years,Asian,99481
dx,50%,2017-19,Male,56 years,Asian,273
lx,50%,2017-19,Female,67 years,nonMaori,92038
px,2.50%,2017-19,Male,14 years,Pacific,0.99959
px,50%,2017-19,Female,42 years,nonMaori,0.99926
px,2.50%,2017-19,Female,5 years,nonMaori,0.99989
dx,50%,2017-19,Female,45 years,Pacific,216
lx,2.50%,2017-19,Female,12 years,nonMaori,99444
dx,2.50%,2017-19,Male,41 years,Maori,225
qx,97.50%,2017-19,Female,33 years,Total,5.60E-04
ex,50%,2017-19,Male,93 years,Maori,3.2
px,50%,2017-19,Female,3 years,Maori,0.99982
Lx,2.50%,2017-19,Male,51 years,Total,94939
dx,97.50%,2017-19,Male,39 years,European or Other,116
qx,97.50%,2017-19,Male,43 years,Asian,8.30E-04
qx,2.50%,2017-19,Female,0 years,nonMaori,0.00341
Lx,97.50%,2017-19,Female,90 years,Asian,49425
dx,50%,2017-19,Female,49 years,nonMaori,141
dx,2.50%,2017-19,Female,13 years,Total,12
px,2.50%,2017-19,Male,35 years,Maori,0.9976
lx,50%,2017-19,Male,63 years,Asian,94323
Lx,2.50%,2017-19,Female,8 years,Asian,99537
mx,50%,2017-19,Female,85 years,Total,0.07176
lx,50%,2017-19,Male,8 years,nonMaori,99439
dx,97.50%,2017-19,Female,64 years,Asian,318
px,50%,2017-19,Female,54 years,Asian,0.99882
mx,97.50%,2017-19,Female,73 years,Maori,0.03913
lx,97.50%,2017-19,Male,85 years,Asian,63425
mx,2.50%,2017-19,Female,55 years,Maori,0.00589
mx,50%,2017-19,Male,44 years,European or Other,0.0014
